"id";"winerys";"wine";"winetype";"country region";"averages";"reviews";"images"
"130";"Roy René";"Opale Coteaux d'Aix-en-Provence 2018";"Rose";"France
·
Coteaux d'Aix-en-Provence";"4.3";"59 ratings";"https://images.vivino.com/thumbs/_xGzmNBMQdW2qEnPQW4TmA_pb_x300.png"
"131";"L.A.S. Vino";"Albino PNO Rosé N.V.";"Rose";"Australia
·
Margaret River";"4.3";"61 ratings";"https://images.vivino.com/thumbs/seccCrRCQWeCNeT5yGT6bQ_pb_x300.png"
"132";"Gran Moraine";"Rosé of Pinot Noir 2016";"Rose";"United States
·
Yamhill-Carlton District";"4.3";"57 ratings";"https://images.vivino.com/thumbs/pPRHEAfKRtecaxf6Hsrv0w_pb_x300.png"
"133";"Corzano e Paterno";"Il Corzanello Rosato 2017";"Rose";"Italy
·
Toscana";"4.3";"55 ratings";"https://images.vivino.com/highlights/icon/most_user_rated.svg"
"134";"Empathy";"Rosé 2018";"Rose";"United States
·
California";"4.3";"61 ratings";"https://images.vivino.com/thumbs/43AGnXJbTD6nlL_-hfk3dA_pb_x300.png"
"135";"Château Sainte Marguerite";"Love Provence Rosé N.V.";"Rose";"France
·
Côtes de Provence";"4.3";"53 ratings";"https://images.vivino.com/thumbs/n_HeSqJqQRaCeBxtro8O9Q_pb_x300.png"
"136";"Ruth Lewandowski";"Feints 2018";"Rose";"United States
·
Mendocino County";"4.3";"51 ratings";"https://images.vivino.com/thumbs/UyNLuTh0TvS1OuQJA0xJKg_pb_x300.png"
"137";"Domaine de Marquiliani";"Rosé 2016";"Rose";"France
·
Corsica";"4.3";"50 ratings";"https://images.vivino.com/thumbs/6WgRtQgxQf67A6HH014Ggw_pb_x300.png"
"138";"Domaine de Cala";"Coteaux Varois en Provence 2015";"Rose";"France
·
Coteaux Varois en Provence";"4.3";"48 ratings";"https://images.vivino.com/thumbs/sLNmeCHjRYmaGO1ARlvaig_pb_x300.png"
"139";"Curran";"Grenache Gris Rosé 2017";"Rose";"United States
·
Santa Barbara County";"4.3";"48 ratings";"https://images.vivino.com/thumbs/_VUqQcP_RVavJP7rSUDhlQ_pb_x300.png"
"140";"Boschendal";"Blanc de Noir 2010";"Rose";"South Africa
·
Coastal Region";"4.3";"43 ratings";"https://images.vivino.com/thumbs/rn9UOCcgTdmp3Ji531GG0Q_pb_x300.png"
"141";"Vino dei Fratelli";"Mochetto N.V.";"Rose";"Italy
·
Piemonte";"4.3";"44 ratings";"https://images.vivino.com/thumbs/tP3HY737RoaqFOWYbWUKbA_pb_x300.png"
"142";"Scribe";"Rosé of Pinot Noir 2014";"Rose";"United States
·
Sonoma Coast";"4.3";"42 ratings";"https://images.vivino.com/thumbs/JcMStljASvegQOhoXmtZKg_pb_x300.png"
"143";"Domaine Barcelo";"Rosé N.V.";"Rose";"France
·
Corsica";"4.3";"42 ratings";"https://images.vivino.com/thumbs/J6djxVsBQ8-Wl74PwiFbvg_pb_x300.png"
"144";"Vallombrosa";"Terrasses Première Cuvée Rosé 2015";"Rose";"France
·
Côtes de Provence";"4.3";"41 ratings";"https://images.vivino.com/thumbs/JSmettHtTLCn_H_-4ApwgQ_pb_x300.png"
"145";"Bressan";"Rosantico 2011";"Rose";"Italy
·
Venezia Giulia";"4.3";"41 ratings";"https://images.vivino.com/thumbs/Bkafk2EuTJmwoq83gW4Cxw_pb_x300.png"
"146";"Domaine Ray-Jane";"Bandol Rosé 2017";"Rose";"France
·
Bandol";"4.3";"39 ratings";"https://images.vivino.com/thumbs/T2pIhT7oQqqv-AfZnfL5rA_pb_x300.png"
"147";"Goldeneye";"Pinot Noir Rosé 2017";"Rose";"United States
·
California";"4.3";"39 ratings";"https://images.vivino.com/thumbs/Yq6tTHTpQ0uIDY1g8IwLfA_pb_x300.png"
"148";"Balea";"Rosé N.V.";"Rose";"Spain
·
Bizkaiko Txakolina";"4.3";"38 ratings";"https://thumbs.vivino.com/avatars/YKRBBp-jQ3-6NjxOcVux0g_50x50.jpg"
"149";"Buena Vista";"Count's Selection Pinot Noir Rosé 2014";"Rose";"United States
·
Sonoma Coast";"4.3";"37 ratings";"https://images.vivino.com/thumbs/YokD6mjEQd2-EOw0eCaWag_pb_x300.png"
"150";"Keltis";"Žan 2018";"Rose";"Slovenia
·
Štajerska";"4.3";"37 ratings";"https://thumbs.vivino.com/avatars/jDShWwE-Q_2sovPU5Ye1WA_50x50.jpg"
"151";"Château Ste Anne";"Bandol Rosé 2015";"Rose";"France
·
Bandol";"4.3";"36 ratings";"https://images.vivino.com/thumbs/_dl1Te_eSqiZyiraNbpCpQ_pb_x300.png"
"152";"Domaine Hippolyte Reverdy";"Sancerre Rosé 2016";"Rose";"France
·
Upper Loire";"4.3";"36 ratings";"https://images.vivino.com/thumbs/YxaUaXBoSSe9Hf-atGwxyQ_pb_x300.png"
"153";"Alain Gueneau";"Chavignolet Sancerre 2018";"Rose";"France
·
Sancerre";"4.3";"36 ratings";"https://images.vivino.com/thumbs/JEXST_rCTFi9pjidyso40w_pb_x300.png"
"154";"Stift Gœttweig";"Rosé Messwein 2014";"Rose";"Austria
·
Niederösterreich";"4.3";"36 ratings";"https://images.vivino.com/thumbs/Wr6VlNFKT-m0IyVneZYPRg_pb_x300.png"
"155";"Castelfeder";"Lagrein Kretzer Rosato N.V.";"Rose";"Italy
·
Südtirol - Alto Adige";"4.3";"36 ratings";"https://images.vivino.com/thumbs/3rmMSXQ0Q0mhxjTJpBDapA_pb_x300.png"
"156";"Apriori";"Sangiacomo Vineyard Rosé N.V.";"Rose";"United States
·
Sonoma Coast";"4.3";"36 ratings";"https://images.vivino.com/thumbs/CgR-GoH8RoiqPV1083sXRA_pb_x300.png"
"157";"Weszeli";"Eden Rosé 2018";"Rose";"Austria
·
Kamptal";"4.3";"35 ratings";"https://images.vivino.com/thumbs/D0WtuXeySuuJg18wAckJaA_pb_x300.png"
"158";"Malabaila";"Langhe Rosato N.V.";"Rose";"Italy
·
Langhe";"4.3";"35 ratings";"https://images.vivino.com/thumbs/cG79_KYsT6eRw6X34b5i1Q_pb_x300.png"
"159";"Pierpaolo Pecorari";"Ros Alba Rosato 2014";"Rose";"Italy
·
Venezia Giulia";"4.3";"33 ratings";"https://images.vivino.com/thumbs/mgbrWidYRVuAvLSmoSDpTA_pb_x300.png"
"160";"Eric Kent";"Rosé 2017";"Rose";"United States
·
Sonoma Coast";"4.3";"33 ratings";"https://images.vivino.com/thumbs/VmxzPxjKTD2S5acgHeVPtA_pb_x300.png"
"161";"A Tribute to Grace";"Santa Barbara Highlands Vineyard Rosé of Grenache 2014";"Rose";"United States
·
Santa Barbara County";"4.3";"32 ratings";"https://images.vivino.com/thumbs/GneOz8q4QGenHEUMFFZHcw_pb_x300.png"
"162";"Illahe";"Tempranillo Rosé 2017";"Rose";"United States
·
Willamette Valley";"4.3";"32 ratings";"https://images.vivino.com/thumbs/efDn_ECiQje9n27mBC7Qsg_pb_x300.png"
"163";"Château Simone";"Palette Rose 2012";"Rose";"France
·
Palette";"4.3";"31 ratings";"https://images.vivino.com/thumbs/lnQL_iedQN2WcC2L68IceQ_pb_x300.png"
"164";"Château Sainte Marguerite";"Love Provence Rosé 2017";"Rose";"France
·
Côtes de Provence";"4.3";"31 ratings";"https://images.vivino.com/thumbs/n_HeSqJqQRaCeBxtro8O9Q_pb_x300.png"
"165";"Smith Story";"Pinot Noir Rosé 2016";"Rose";"Germany
·
Rheingau";"4.3";"31 ratings";"https://images.vivino.com/thumbs/T3YhtNQuT8SQ2EsTlnn4ow_pb_x300.png"
"166";"Seven Mountains Wine Cellars";"Tickled Pink 2008";"Rose";"United States
·
Pennsylvania";"4.3";"31 ratings";"https://images.vivino.com/avatars/default_user_50x50.png"
"167";"Château La Gordonne";"La Chapelle Gordonne Côtes de Provence Rosé 2018";"Rose";"France
·
Côtes de Provence";"4.3";"31 ratings";"https://images.vivino.com/thumbs/vMl7E3J0Sp2cI9fFS7L0jg_pb_x300.png"
"168";"Château Les Crostes";"Cuvée Prestige Rosé 2017";"Rose";"France
·
Côtes de Provence";"4.3";"30 ratings";"https://images.vivino.com/thumbs/liIJacrjSo6ExhE7DhY5Ow_pb_x300.png"
"169";"Château d'Esclans";"Garrus Rosé 2007";"Rose";"France
·
Côtes de Provence";"4.3";"30 ratings";"https://images.vivino.com/thumbs/NGq7QIE3QwSE0cAKrvPuTA_pb_x300.png"
"170";"Quinta da Sequeira";"Rosé 2014";"Rose";"Portugal
·
Douro";"4.3";"30 ratings";"https://images.vivino.com/thumbs/2-B76LxrRq-sX0CY8tBRJw_pb_x300.png"
"171";"Tablas Creek Vineyard";"Dianthus 2016";"Rose";"United States
·
Paso Robles";"4.3";"30 ratings";"https://images.vivino.com/thumbs/g7r2VQFnRdGe_GrEc-5Xfg_pb_x300.png"
"172";"Ehlers Estate";"Sylviane 2015";"Rose";"United States
·
St. Helena";"4.3";"30 ratings";"https://images.vivino.com/thumbs/ps9oagsAROeYg69gwm5_6A_pb_x300.png"
"173";"Domaine du Gour de Chaule";"Amour de Rosé Gigondas 2017";"Rose";"France
·
Gigondas";"4.3";"29 ratings";"https://images.vivino.com/thumbs/h4JlUs_1QSWvvBxFkWG8xA_pb_x300.png"
"174";"Stags' Leap";"Amparo Rosé 2011";"Rose";"United States
·
Napa Valley";"4.3";"29 ratings";"https://images.vivino.com/thumbs/U3wmjZoRSQCUm_UhNY3qfw_pb_x300.png"
"175";"Withers";"Rosé 2018";"Rose";"United States
·
El Dorado";"4.3";"29 ratings";"https://images.vivino.com/thumbs/qRuyhcjhQi6R2y60COe7kQ_pb_x300.png"
"176";"Malene";"Rosé 2015";"Rose";"United States
·
Santa Barbara County";"4.3";"28 ratings";"https://images.vivino.com/thumbs/_QvglVc5SLmV_sR_eAnJ8w_pb_x300.png"
"177";"Domaines Ott";"Les Domaniers Rosé 2016";"Rose";"France
·
Côtes de Provence";"4.3";"28 ratings";"https://images.vivino.com/thumbs/toDmfbGCQhmyKYw6cVWdUQ_pb_x300.png"
"178";"Andrian";"Lagrein Rosé 2017";"Rose";"Italy
·
Südtirol - Alto Adige";"4.3";"28 ratings";"https://images.vivino.com/thumbs/LrtqJ2EsTviLfp15e46shw_pb_x300.png"
"179";"Château Saint-Hilaire";"Prestige Rosé 2015";"Rose";"France
·
Coteaux d'Aix-en-Provence";"4.3";"28 ratings";"https://images.vivino.com/highlights/icon/most_user_rated.svg"
"180";"Valentini";"Cerasuolo Montepulciano d'Abruzzo Rosé 2005";"Rose";"Italy
·
Cerasuolo d'Abruzzo";"4.3";"28 ratings";"https://images.vivino.com/thumbs/hQgeM_g0SGa3oziz1Lxd-g_pb_x300.png"
"181";"Heidi Schröck";"Rosé Biscaya 2018";"Rose";"Austria
·
Neusiedlersee-Hügelland";"4.3";"28 ratings";"https://images.vivino.com/thumbs/eXtjMVNJTwWS7b5z38e0BA_pb_x300.png"
"182";"L.A.S. Vino";"Albino PNO Rosé 2017";"Rose";"Australia
·
Margaret River";"4.3";"29 ratings";"https://images.vivino.com/thumbs/seccCrRCQWeCNeT5yGT6bQ_pb_x300.png"
"183";"Scribe";"Rosé of Pinot Noir 2013";"Rose";"United States
·
Sonoma Coast";"4.3";"27 ratings";"https://images.vivino.com/thumbs/JcMStljASvegQOhoXmtZKg_pb_x300.png"
"184";"Marani";"Pirosmani Medium Dry Rosé 2017";"Rose";"Georgia
·
Kakheti";"4.3";"27 ratings";"https://images.vivino.com/thumbs/zwtlu0ULTDiN43iBOuVE-w_pb_x300.png"
"185";"Prieler";"Rosé vom Stein 2014";"Rose";"Austria
·
Burgenland";"4.3";"26 ratings";"https://images.vivino.com/thumbs/xjKu36qZQsKzeoc-G2Nlbw_pb_x300.png"
"186";"Lieu Dit";"Pinot Noir Rosé 2017";"Rose";"United States
·
Santa Barbara County";"4.3";"26 ratings";"https://images.vivino.com/thumbs/0tbihpodT6qxzbutsCiWjg_pb_x300.png"
"187";"Château de la Selve";"L'audacieuse Rosé 2015";"Rose";"France
·
Ardèche";"4.3";"26 ratings";"https://images.vivino.com/thumbs/aoxfxtEjSNi08runL6gjYg_pb_x300.png"
"188";"Domaine Tempier";"Bandol Rosé 2007";"Rose";"France
·
Bandol";"4.3";"25 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"189";"Domaine de Marquiliani";"Le Rosé de Pauline 2014";"Rose";"France
·
Corsica";"4.3";"25 ratings";"https://images.vivino.com/thumbs/z8FGNwlQQCO5qDkOtjpm5Q_pb_x300.png"
"190";"Notorious Pink";"Grenache Rosé N.V.";"Rose";"France
·
Vin de France";"4.2";"3960 ratings";"https://images.vivino.com/thumbs/0iPgtJgmQ-2CeV5FUKQMfA_pb_x300.png"
"191";"Minuty";"Rosé et Or N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"3928 ratings";"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png"
"192";"Domaines Ott";"Château Romassan Rosé (Coeur de Grain) N.V.";"Rose";"France
·
Bandol";"4.2";"3581 ratings";"https://images.vivino.com/thumbs/tE2hMYcUTnuNw1l0_BFZlA_pb_x300.png"
"193";"Domaines Ott";"Château de Selle Rosé (Coeur de Grain) N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"3330 ratings";"https://images.vivino.com/thumbs/HTx2ObtVSqKNdcDX3rdbxA_pb_x300.png"
"194";"Domaine Tempier";"Bandol Rosé N.V.";"Rose";"France
·
Bandol";"4.2";"2990 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"195";"Domaines Ott";"Clos Mireille Rosé (Coeur de Grain) N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"2449 ratings";"https://images.vivino.com/thumbs/2J5LDR2GTQKcG98pAApYqA_pb_x300.png"
"196";"Frank Cornelissen";"Susucaru N.V.";"Rose";"Italy
·
Terre Siciliane";"4.2";"2296 ratings";"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png"
"197";"Ameztoi";"Rubentis N.V.";"Rose";"Spain
·
Getariako Txakolina";"4.2";"2143 ratings";"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png"
"198";"Notorious Pink";"Grenache Rosé 2017";"Rose";"France
·
Vin de France";"4.2";"1476 ratings";"https://images.vivino.com/thumbs/0iPgtJgmQ-2CeV5FUKQMfA_pb_x300.png"
"199";"La Tour Melas";"Idylle d'Achinos Rosé N.V.";"Rose";"Greece
·
Fthiotida";"4.2";"1326 ratings";"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png"
"200";"Château d'Esclans";"Les Clans Rosé N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"1317 ratings";"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png"
"201";"San Salvatore";"Vetere Paestum Rosato N.V.";"Rose";"Italy
·
Paestum";"4.2";"1155 ratings";"https://images.vivino.com/thumbs/Is67T4-ySk6gbvW4Ty458g_pb_x300.png"
"202";"Notorious Pink";"Grenache Rosé 2016";"Rose";"France
·
Vin de France";"4.2";"1082 ratings";"https://images.vivino.com/thumbs/0iPgtJgmQ-2CeV5FUKQMfA_pb_x300.png"
"203";"Elio Perrone";"Bigarò Rosé N.V.";"Rose";"Italy
·
Piemonte";"4.2";"923 ratings";"https://images.vivino.com/thumbs/kixsM17DQPm1fVhtXU7CVw_pb_x300.png"
"204";"Frank Cornelissen";"Susucaru 2017";"Rose";"Italy
·
Terre Siciliane";"4.2";"801 ratings";"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png"
"205";"Minuty";"Rosé et Or 2016";"Rose";"France
·
Côtes de Provence";"4.2";"792 ratings";"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png"
"206";"Colinas de São Lourenço";"Principal Rosé Téte de Cuvée N.V.";"Rose";"Portugal
·
Bairrada";"4.2";"773 ratings";"https://images.vivino.com/thumbs/vmjXeGfgQiC4PiyvQX8sTw_pb_x300.png"
"207";"Château Sainte Marguerite";"Symphonie Côtes de Provence Rosé N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"713 ratings";"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png"
"208";"Domaines Ott";"Château Romassan Rosé (Coeur de Grain) 2017";"Rose";"France
·
Bandol";"4.2";"702 ratings";"https://images.vivino.com/thumbs/tE2hMYcUTnuNw1l0_BFZlA_pb_x300.png"
"209";"Domaine des Diables";"Rosé Bonbon Côtes de Provence N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"679 ratings";"https://images.vivino.com/thumbs/MGG4mGSwQ9aiLpGuXCFvjQ_pb_x300.png"
"210";"Domaines Ott";"Château de Selle Rosé (Coeur de Grain) 2017";"Rose";"France
·
Côtes de Provence";"4.2";"670 ratings";"https://images.vivino.com/thumbs/HTx2ObtVSqKNdcDX3rdbxA_pb_x300.png"
"211";"Domaines Ott";"Château Romassan Rosé (Coeur de Grain) 2016";"Rose";"France
·
Bandol";"4.2";"627 ratings";"https://images.vivino.com/thumbs/tE2hMYcUTnuNw1l0_BFZlA_pb_x300.png"
"212";"Tenuta Il Poggione";"Rosato di Toscana Brancato N.V.";"Rose";"Italy
·
Toscana";"4.2";"623 ratings";"https://images.vivino.com/thumbs/UlzJZw2ZSViSGaTrZd3Few_pb_x300.png"
"213";"Domaine Tempier";"Bandol Rosé 2016";"Rose";"France
·
Bandol";"4.2";"610 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"214";"Reymos";"Viña Tendida Moscato Rosé N.V.";"Rose";"Spain
·
Valencia";"4.2";"586 ratings";"https://images.vivino.com/thumbs/-9gKjljFTMuwfFY1W658SQ_pb_x300.png"
"215";"Domaines Ott";"Château Romassan Rosé (Coeur de Grain) 2015";"Rose";"France
·
Bandol";"4.2";"582 ratings";"https://images.vivino.com/thumbs/uE0N0zxUS1K36LSWVi_S_Q_pb_x300.png"
"216";"Marcel Martin";"La Jaglerie Rosé d'Anjou 2016";"Rose";"France
·
Rosé d'Anjou";"4.2";"567 ratings";"https://images.vivino.com/thumbs/Wln49EWoRZ2Ck1Pv01AVHw_pb_x300.png"
"217";"Mirabeau";"Etoile Provence Rosé N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"558 ratings";"https://images.vivino.com/thumbs/ctt2wzP2RmmkI6Vn7O2Oyw_pb_x300.png"
"218";"Mud House";"Sauvignon Blanc Rosé 2017";"Rose";"New Zealand
·
Marlborough";"4.2";"533 ratings";"https://images.vivino.com/highlights/icon/most_user_rated.svg"
"219";"Minuty";"Rosé et Or 2015";"Rose";"France
·
Côtes de Provence";"4.2";"470 ratings";"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png"
"220";"Domaine Tempier";"Bandol Rosé 2015";"Rose";"France
·
Bandol";"4.2";"467 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"221";"Scribe";"Rosé of Pinot Noir N.V.";"Rose";"United States
·
Sonoma Coast";"4.2";"459 ratings";"https://images.vivino.com/thumbs/JcMStljASvegQOhoXmtZKg_pb_x300.png"
"222";"Domaine Sainte Lucie";"MiP Classic Côtes de Provence Rosé 2016";"Rose";"France
·
Côtes de Provence";"4.2";"453 ratings";"https://images.vivino.com/thumbs/WUA65QuMRxeViLJllLqN_A_pb_x300.png"
"223";"Frank Cornelissen";"Susucaru 2016";"Rose";"Italy
·
Terre Siciliane";"4.2";"450 ratings";"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png"
"224";"Commanderie de la Bargemone";"Cuvée Marina Rosé 2016";"Rose";"France
·
Coteaux d'Aix-en-Provence";"4.2";"435 ratings";"https://images.vivino.com/thumbs/WAF5yEazROuzWMyspVSnVg_pb_x300.png"
"225";"Domaines Ott";"Clos Mireille Rosé (Coeur de Grain) 2016";"Rose";"France
·
Côtes de Provence";"4.2";"422 ratings";"https://images.vivino.com/thumbs/2J5LDR2GTQKcG98pAApYqA_pb_x300.png"
"226";"Domaines Ott";"Château Romassan Rosé (Coeur de Grain) 2013";"Rose";"France
·
Bandol";"4.2";"419 ratings";"https://images.vivino.com/thumbs/uE0N0zxUS1K36LSWVi_S_Q_pb_x300.png"
"227";"Château Pigoudet";"Classic Rosé 2017";"Rose";"France
·
Coteaux d'Aix-en-Provence";"4.2";"418 ratings";"https://images.vivino.com/thumbs/7NuqRindSxW7cXDBQLU4SQ_pb_x300.png"
"228";"La Tour Melas";"Idylle d'Achinos Rosé 2017";"Rose";"Greece
·
Fthiotida";"4.2";"416 ratings";"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png"
"229";"Domaine Tempier";"Bandol Rosé 2017";"Rose";"France
·
Bandol";"4.2";"402 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"230";"Colinas de São Lourenço";"Principal Rosé Téte de Cuvée 2010";"Rose";"Portugal
·
Bairrada";"4.2";"398 ratings";"https://images.vivino.com/thumbs/vmjXeGfgQiC4PiyvQX8sTw_pb_x300.png"
"231";"Château d'Esclans";"Rock Angel Rosé 2014";"Rose";"France
·
Côtes de Provence";"4.2";"380 ratings";"https://images.vivino.com/thumbs/vafcQPqBT4-cODnCEedeag_pb_x300.png"
"232";"Ameztoi";"Rubentis 2017";"Rose";"Spain
·
Getariako Txakolina";"4.2";"369 ratings";"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png"
"233";"Liquid Farm";"Vogelzang Vineyard Rosé N.V.";"Rose";"United States
·
Happy Canyon of Santa Barbara";"4.2";"364 ratings";"https://images.vivino.com/thumbs/DRKKiypkReWEm-BpptBhQg_pb_x300.png"
"234";"La Tour Melas";"Idylle d'Achinos Rosé 2018";"Rose";"Greece
·
Fthiotida";"4.2";"359 ratings";"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png"
"235";"Innocent Bystander";"Moscato Rosé 2016";"Rose";"Australia
·
Victoria";"4.2";"343 ratings";"https://images.vivino.com/thumbs/TIcrihLETMi5Z-NUkyq4ag_pb_x300.png"
"236";"Commanderie de la Bargemone";"Cuvée Marina Rosé 2017";"Rose";"France
·
Coteaux d'Aix-en-Provence";"4.2";"341 ratings";"https://images.vivino.com/thumbs/WAF5yEazROuzWMyspVSnVg_pb_x300.png"
"237";"Minuty";"Rosé et Or 2014";"Rose";"France
·
Côtes de Provence";"4.2";"335 ratings";"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png"
"238";"Domaine Sainte Lucie";"MiP Collection Côtes de Provence Rosé N.V.";"Rose";"France
·
Côtes de Provence";"4.2";"330 ratings";"https://images.vivino.com/thumbs/vsfrVEIUR-mDQ56LcBvrhg_pb_x300.png"
"239";"Drouet Fréres";"Les Roseraies Rosé d'Anjou 2016";"Rose";"France
·
Rosé d'Anjou";"4.2";"325 ratings";"https://images.vivino.com/thumbs/mz1-HLsKT022Iy5Cu2sWwg_pb_x300.png"
"240";"Frank Cornelissen";"Susucaru 2018";"Rose";"Italy
·
Terre Siciliane";"4.2";"310 ratings";"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png"
"241";"Ameztoi";"Rubentis 2016";"Rose";"Spain
·
Getariako Txakolina";"4.2";"309 ratings";"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png"
"242";"Tenuta Sant'Antonio";"Scaia Rosato 2018";"Rose";"Italy
·
Veneto";"4.2";"309 ratings";"https://images.vivino.com/thumbs/QNczyaedT3OgXcam4NGd7g_pb_x300.png"
"243";"Silver Moki";"Sauvignon Blanc Blush N.V.";"Rose";"New Zealand
·
Marlborough";"4.2";"308 ratings";"https://images.vivino.com/thumbs/QWKNuDV9QZWneng1oSNegA_pb_x300.png"
"244";"Domaine de Fontsainte";"Gris de Gris Corbières Rosé 2017";"Rose";"France
·
Corbières";"4.2";"296 ratings";"https://images.vivino.com/thumbs/IrnrLk1LTcWMVdMZwSzz9g_pb_x300.png"
"245";"Domaines Ott";"Château de Selle Rosé (Coeur de Grain) 2012";"Rose";"France
·
Côtes de Provence";"4.2";"294 ratings";"https://images.vivino.com/thumbs/znOSQj0RQ5-wnZBGajuK9w_pb_x300.png"
"246";"Gut Oggau";"Winifred Rosé 2017";"Rose";"Austria
·
Weinland";"4.2";"291 ratings";"https://images.vivino.com/thumbs/-JU7UEW5S82dB_d8Pzvwag_pb_x300.png"
"247";"Oliver";"Cherry Moscato N.V.";"Rose";"United States
·
Indiana";"4.2";"287 ratings";"https://images.vivino.com/thumbs/Tb0hDplEQjyTkUX9wV7GFA_pb_x300.png"
"248";"Silver Moki";"Sauvignon Blanc Blush 2018";"Rose";"New Zealand
·
Marlborough";"4.2";"285 ratings";"https://images.vivino.com/thumbs/QWKNuDV9QZWneng1oSNegA_pb_x300.png"
"249";"La Tour Melas";"Idylle d'Achinos Rosé 2016";"Rose";"Greece
·
Fthiotida";"4.2";"271 ratings";"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png"
"250";"Unti";"Rosé N.V.";"Rose";"United States
·
Dry Creek Valley";"4.2";"269 ratings";"https://images.vivino.com/thumbs/u5iQqLRISUmZ5eQcT-DUKQ_pb_x300.png"
"251";"Domaine Tempier";"Bandol Rosé 2014";"Rose";"France
·
Bandol";"4.2";"264 ratings";"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png"
"252";"François Cotat";"Chavignol Sancerre Rosé N.V.";"Rose";"France
·
Sancerre";"4.2";"267 ratings";"https://images.vivino.com/thumbs/Brth9y9JRgeSCsnhCj2bXw_pb_x300.png"
"253";"Saint Andre de Figuiere";"Première de Figuière Rosé 2017";"Rose";"France
·
Côtes de Provence";"4.2";"262 ratings";"https://images.vivino.com/thumbs/oCF-ZahhTXOYNuSXDtZUuA_pb_x300.png"
"254";"Ameztoi";"Rubentis 2013";"Rose";"Spain
·
Getariako Txakolina";"4.2";"258 ratings";"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png"
"255";"Château d'Esclans";"Les Clans Rosé 2012";"Rose";"France
·
Côtes de Provence";"4.2";"248 ratings";"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png"
"256";"Minuty";"Prestige Rosé 2013";"Rose";"France
·
Côtes de Provence";"4.2";"238 ratings";"https://images.vivino.com/thumbs/looU6BtORRmCTb5RbU6V9g_pb_x300.png"
"257";"Chatelain Desjacques";"Rosé d'Anjou 2015";"Rose";"France
·
Rosé d'Anjou";"4.2";"235 ratings";"https://images.vivino.com/highlights/icon/most_user_rated.svg"
"258";"Minuty";"Rosé et Or 2013";"Rose";"France
·
Côtes de Provence";"4.2";"230 ratings";"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png"
"259";"Château Sainte Marguerite";"Symphonie Côtes de Provence Rosé 2017";"Rose";"France
·
Côtes de Provence";"4.2";"230 ratings";"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png"
"260";"Withers";"Rosé N.V.";"Rose";"United States
·
El Dorado";"4.2";"223 ratings";"https://images.vivino.com/thumbs/qRuyhcjhQi6R2y60COe7kQ_pb_x300.png"
