"id";"winerys";"wine";"winetype";"country region";"averages";"reviews";"images"
"134";"Krohn";"Vintage Port 1965";"Port";"Portugal
·
Vintage Port";"4.6";"92 ratings";"https://images.vivino.com/thumbs/rcWfd8k0SAW2M0WT0LU0Zw_pb_x300.png"
"135";"Niepoort";"Porto Garrafeira N.V.";"Port";"Portugal
·
Porto";"4.6";"86 ratings";"https://images.vivino.com/thumbs/mgbOBvb7R6i6rijpn5hITA_pb_x300.png"
"136";"Warre's";"Vintage Port 1975";"Port";"Portugal
·
Vintage Port";"4.6";"72 ratings";"https://images.vivino.com/thumbs/cN21DLJiQDSFqtTn_tM8MQ_pb_x300.png"
"137";"D'Oliveiras";"Verdelho Madeira 1973";"Port";"Portugal
·
Madeira";"4.6";"72 ratings";"https://images.vivino.com/thumbs/7Hrs-UYtSea4SR88Y7z1OA_pb_x300.png"
"138";"Quinta do Noval";"Vintage Port Nacional 2003";"Port";"Portugal
·
Vintage Port";"4.6";"71 ratings";"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png"
"139";"Fonseca";"Vintage Port 1970";"Port";"Portugal
·
Vintage Port";"4.6";"71 ratings";"https://images.vivino.com/thumbs/JEsF37XFTvKEc9o64YCCrA_pb_x300.png"
"140";"Quinta da Romaneira";"Tawny Port 40 Year Old N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.6";"68 ratings";"https://images.vivino.com/thumbs/u_h4zXh2TuyRSbpSJmeugQ_pb_x300.png"
"141";"Niepoort";"Vintage Port 2017";"Port";"Portugal
·
Vintage Port";"4.6";"64 ratings";"https://images.vivino.com/thumbs/gkOzyaDKSmSxGaJDFkuSOQ_pb_x300.png"
"142";"Taylor's";"20 Year Old Tawny Port 2015";"Port";"Portugal
·
Aged Tawny Port";"4.6";"64 ratings";"https://images.vivino.com/thumbs/u5NnTZzlQgaXvbHIxFmMwA_pb_x300.png"
"143";"Bodegas Tradición";"Pedro Ximenez 20 Years Old Vos 2016";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.6";"62 ratings";"https://images.vivino.com/thumbs/16D2aIKVQ86EE0MNU2LWFw_pb_x300.png"
"144";"Diez Mérito";"Fino Imperial Amontillado 30 Años N.V.";"Port";"Spain
·
Amontillado Sherry";"4.6";"59 ratings";"https://images.vivino.com/thumbs/1Gpv-qWzR-60cROzACA1jA_pb_x300.png"
"145";"Osborne";"Solera India Oloroso Rare Sherry N.V.";"Port";"Spain
·
Jerez-Xérès-Sherry";"4.6";"57 ratings";"https://images.vivino.com/thumbs/pO9K1kBrRHe3AFtuzlZiSA_pb_x300.png"
"146";"Quinta do Noval";"Vintage Port 2011";"Port";"Portugal
·
Vintage Port";"4.6";"57 ratings";"https://images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x300.png"
"147";"Quinta do Pégo";"Colheita Port 2016";"Port";"Portugal
·
Colheita Port";"4.6";"56 ratings";"https://images.vivino.com/thumbs/nf8R-_OdQ02abQx5dYnEWw_pb_x300.png"
"148";"Cazes";"Muscat de Rivesaltes Vin Doux Naturel 1978";"Port";"France
·
Muscat de Rivesaltes";"4.6";"56 ratings";"https://images.vivino.com/thumbs/5CPNEqB5Q96VE1S580-KLA_pb_x300.png"
"149";"Bodegas Ximénez-Spínola";"Este Pedro Ximenez N.V.";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.6";"55 ratings";"https://images.vivino.com/thumbs/WeB4zqlNS1Kmy_G8VtqgJg_pb_x300.png"
"150";"Taylor's";"Vintage Port 1966";"Port";"Portugal
·
Vintage Port";"4.6";"54 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"151";"Croft";"Vintage Port 1966";"Port";"Portugal
·
Vintage Port";"4.6";"53 ratings";"https://images.vivino.com/thumbs/1oKXB8BwQWSdooWryL8THg_pb_x300.png"
"152";"Kopke";"Colheita Port 1964";"Port";"Portugal
·
Colheita Port";"4.6";"53 ratings";"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png"
"153";"Taylor's";"Vintage Port 1975";"Port";"Portugal
·
Vintage Port";"4.6";"51 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"154";"Kopke";"Colheita Port 1941";"Port";"Portugal
·
Colheita Port";"4.6";"51 ratings";"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png"
"155";"Quinta do Noval";"Vintage Port Nacional 1975";"Port";"Portugal
·
Vintage Port";"4.6";"50 ratings";"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png"
"156";"Niepoort";"Porto Garrafeira 1977";"Port";"Portugal
·
Porto";"4.6";"49 ratings";"https://images.vivino.com/thumbs/mgbOBvb7R6i6rijpn5hITA_pb_x300.png"
"157";"Toro Albalá";"Don PX Pedro Ximenez Sherry 1987";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.6";"49 ratings";"https://images.vivino.com/thumbs/IW4LY7lKSRKNHS4xoqyO6A_pb_x300.png"
"158";"D'Oliveiras";"Reserva Boal Madeira 1968";"Port";"Portugal
·
Madeira";"4.6";"52 ratings";"https://images.vivino.com/thumbs/hrtPI5E9QLq6IcXsrJ8PJw_pb_x300.png"
"159";"Blandy's";"Terrantez Madeira 1980";"Port";"Portugal
·
Madeira";"4.6";"48 ratings";"https://images.vivino.com/thumbs/bpo_8S6jRiSc0OpzRmjTTg_pb_x300.png"
"160";"Quinta do Noval";"Port Over 40 Years N.V.";"Port";"Portugal
·
Douro";"4.6";"47 ratings";"https://images.vivino.com/thumbs/bWZ398l9S5Sf4nl12oNMPg_pb_x300.png"
"161";"Henriques & Henriques";"Vintage Malvasia Madeira N.V.";"Port";"Portugal
·
Madeira";"4.6";"48 ratings";"https://images.vivino.com/thumbs/Kqc8pvr0TvuWXkD-MG_Ryg_pb_x300.png"
"162";"Quinta do Noval";"Vintage Port 1970";"Port";"Portugal
·
Vintage Port";"4.6";"46 ratings";"https://images.vivino.com/thumbs/c-3lGDydTm6clj54mwXiUQ_pb_x300.png"
"163";"Sandeman";"20 Years Old Tawny Porto 2011";"Port";"Portugal
·
Aged Tawny Port";"4.6";"46 ratings";"https://images.vivino.com/thumbs/1fJJ-4DySjyX3fNFW2qzFA_pb_x300.png"
"164";"Borges";"Vintage Port 1980";"Port";"Portugal
·
Vintage Port";"4.6";"46 ratings";"https://images.vivino.com/thumbs/pa1p0r2oSVCNZjXWhV6gTg_pb_x300.png"
"165";"Andresen";"Special Selection Colheita Porto 1968";"Port";"Portugal
·
Colheita Port";"4.6";"45 ratings";"https://images.vivino.com/thumbs/HvvtsvbXQCuJWiWoI0S5nQ_pb_x300.png"
"166";"Prager Winery and Port Works";"Port 2008";"Port";"United States
·
Napa Valley";"4.6";"45 ratings";"https://images.vivino.com/thumbs/Dza2Jn_fQrSk19z19o2KNw_pb_x300.png"
"167";"Quinta do Vale Meão";"Vintage Port 2007";"Port";"Portugal
·
Vintage Port";"4.6";"44 ratings";"https://images.vivino.com/thumbs/u-NDTJBtQNCqj8MR2_-14w_pb_x300.png"
"168";"Dow's";"Vintage Port 1972";"Port";"Portugal
·
Vintage Port";"4.6";"44 ratings";"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png"
"169";"Niepoort";"Late Bottled Vintage Port 1982";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"43 ratings";"https://images.vivino.com/thumbs/dKwIqIbTTaiHRhXi2PbPLg_pb_x300.png"
"170";"Dow's";"Vintage Port 1966";"Port";"Portugal
·
Vintage Port";"4.6";"43 ratings";"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png"
"171";"Pacheca";"Vintage Port 2013";"Port";"Portugal
·
Vintage Port";"4.6";"42 ratings";"https://images.vivino.com/thumbs/UbWrWTUITqOVlKWHU31A_g_pb_x300.png"
"172";"Andresen";"40 Year Very Old Tawny Porto N.V.";"Port";"Portugal
·
Tawny Port";"4.6";"42 ratings";"https://images.vivino.com/thumbs/UuHarpxNT6icP-OJWv7kMA_pb_x300.png"
"173";"Fonseca";"Guimaraens Vintage Port 1977";"Port";"Portugal
·
Vintage Port";"4.5";"41 ratings";"https://images.vivino.com/thumbs/mcBmcODPTreYOrjvJbMMiw_pb_x300.png"
"174";"Diez Mérito";"Vieja Solera Pedro Ximenez 30 Años N.V.";"Port";"Spain
·
Jerez-Xérès-Sherry";"4.6";"40 ratings";"https://images.vivino.com/thumbs/OOZi_mAQTea0Upso9Y-nzg_pb_x300.png"
"175";"Grant Burge";"20 Year Old Tawny N.V.";"Port";"Australia
·
Barossa Valley";"4.6";"39 ratings";"https://images.vivino.com/thumbs/3au-psOgQYCRIr5CVrrvIQ_pb_x300.png"
"176";"Blandy's";"Verdelho Madeira 1979";"Port";"Portugal
·
Madeira";"4.6";"39 ratings";"https://images.vivino.com/thumbs/lmulIZwERt6Hb7KS4P2tww_pb_x300.png"
"177";"Quinta do Vesuvio";"Vintage Port 2009";"Port";"Portugal
·
Single Quinta Vintage Port (SQVP)";"4.6";"39 ratings";"https://images.vivino.com/thumbs/6nJ5LlAeS2y0dnjZRreZOA_pb_x300.png"
"178";"C. da Silva";"Dalva Colheita Porto 1966";"Port";"Portugal
·
Colheita Port";"4.6";"38 ratings";"https://images.vivino.com/thumbs/BUff0jSqSNGoWmyG8G8kYg_pb_x300.png"
"179";"Toro Albalá";"Don PX Selección 1965";"Port";"Spain
·
Montilla-Moriles";"4.6";"38 ratings";"https://images.vivino.com/thumbs/q0yllqqUT1aYGbI5g2z0ug_pb_x300.png"
"180";"Taylor's";"Vintage Port 1960";"Port";"Portugal
·
Vintage Port";"4.6";"38 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"181";"Toro Albalá";"Don PX Pedro Ximenez Sherry 1979";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.6";"37 ratings";"https://images.vivino.com/thumbs/IW4LY7lKSRKNHS4xoqyO6A_pb_x300.png"
"182";"Quinta do Noval";"Vintage Port 2007";"Port";"Portugal
·
Vintage Port";"4.6";"37 ratings";"https://images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x300.png"
"183";"Gonzalez-Byass";"Añada Palo Cortado 1987 1986";"Port";"Spain
·
Palo Cortado Sherry";"4.6";"37 ratings";"https://images.vivino.com/thumbs/hWp5yCqvRA-q12yhMwPpBw_pb_x300.png"
"184";"Ferreira";"Vintage Port 1994";"Port";"Portugal
·
Vintage Port";"4.6";"35 ratings";"https://images.vivino.com/thumbs/wavDRx4yTey_n-364AHukw_pb_x300.png"
"185";"Dow's";"Vintage Port 2013";"Port";"Portugal
·
Vintage Port";"4.6";"34 ratings";"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png"
"186";"Ramos Pinto";"Late Bottled Vintage Porto 2002";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"34 ratings";"https://images.vivino.com/thumbs/ElP14ofHS7SfwutMC41OzA_pb_x300.png"
"187";"Riveyrac";"Rivesaltes (Vin Doux Naturel) 1965";"Port";"France
·
Rivesaltes";"4.6";"34 ratings";"https://images.vivino.com/thumbs/eDCmEJP3T4OObe59KM3x4g_pb_x300.png"
"188";"Blandy's";"Bual Madeira 1977";"Port";"Portugal
·
Madeira";"4.6";"33 ratings";"https://images.vivino.com/thumbs/wC_R2RnFS1OCl58Z4XgtPw_pb_x300.png"
"189";"Royal Oporto";"10 Year Old Tawny Porto 2013";"Port";"Portugal
·
Aged Tawny Port";"4.6";"33 ratings";"https://images.vivino.com/thumbs/2hIdJVLGS-uhFe2O-oNghg_pb_x300.png"
"190";"Prager Winery and Port Works";"Port 2010";"Port";"United States
·
Napa Valley";"4.6";"32 ratings";"https://images.vivino.com/thumbs/Dza2Jn_fQrSk19z19o2KNw_pb_x300.png"
"191";"Niepoort";"Colheita Port 1979";"Port";"Portugal
·
Colheita Port";"4.6";"32 ratings";"https://images.vivino.com/thumbs/WveiVp21RPGjgHGudv2NuQ_pb_x300.png"
"192";"Royal Oporto";"Colheita Porto 1975";"Port";"Portugal
·
Colheita Port";"4.6";"32 ratings";"https://images.vivino.com/thumbs/QnSyShsLRguoGnjtFIQO8A_pb_x300.png"
"193";"Fonseca";"Bin 27 Finest Reserve Port 1963";"Port";"Portugal
·
Reserve Port";"4.6";"31 ratings";"https://images.vivino.com/thumbs/Wy2OhnGCSvuAolZn9V6FRw_pb_x300.png"
"194";"Barros";"Colheita Porto 1937";"Port";"Portugal
·
Colheita Port";"4.6";"31 ratings";"https://images.vivino.com/thumbs/e3HOlT52QjW-XiG4WQy-4Q_pb_x300.png"
"195";"W. & J. Graham's";"Late Bottled Vintage Port 1992";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"31 ratings";"https://images.vivino.com/thumbs/MV9DYVehT1yRS1QagLBznQ_pb_x300.png"
"196";"W. & J. Graham's";"Late Bottled Vintage Port 1975";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"31 ratings";"https://images.vivino.com/thumbs/MV9DYVehT1yRS1QagLBznQ_pb_x300.png"
"197";"Kopke";"Colheita Port 1977";"Port";"Portugal
·
Colheita Port";"4.6";"31 ratings";"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png"
"198";"Niepoort";"Colheita Port 1912";"Port";"Portugal
·
Colheita Port";"4.6";"30 ratings";"https://images.vivino.com/thumbs/WveiVp21RPGjgHGudv2NuQ_pb_x300.png"
"199";"Messias";"Porto Vintage 1977";"Port";"Portugal
·
Porto";"4.6";"30 ratings";"https://images.vivino.com/thumbs/lIlQAv5dRdmKgo8aEpGSBg_pb_x300.png"
"200";"Prager Winery and Port Works";"Aria White Port 2010";"Port";"United States
·
Napa Valley";"4.6";"30 ratings";"https://images.vivino.com/thumbs/wOD3YBq8Rey78U_oxZ7CGQ_pb_x300.png"
"201";"Toro Albalá";"Don PX Dulce de Postre 1949";"Port";"Spain
·
Montilla-Moriles";"4.6";"28 ratings";"https://images.vivino.com/thumbs/XW_2lBnYRUquE4a_litA8g_pb_x300.png"
"202";"Quinta do Noval";"Silval Vintage Port 2011";"Port";"Portugal
·
Vintage Port";"4.6";"28 ratings";"https://images.vivino.com/thumbs/XjJrO-c1RWeURDYKv_7RFw_pb_x300.png"
"203";"Campbells";"Isabella Topaque N.V.";"Port";"Australia
·
Rutherglen";"4.6";"28 ratings";"https://thumbs.vivino.com/avatars/-ma_FUPhSn-I7x9NFkkBig_50x50.jpg"
"204";"Kopke";"Vintage Port 1980";"Port";"Portugal
·
Vintage Port";"4.6";"28 ratings";"https://thumbs.vivino.com/avatars/XQEzgwu4RUyqEw952LT-iQ_50x50.jpg"
"205";"Ferreira";"Late Bottled Vintage Port 1977";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"27 ratings";"https://images.vivino.com/thumbs/D9u5HP0qSciYL5P2VrGD5g_pb_x300.png"
"206";"Valdespino";"Solera de Su Majestad Oloroso VORS N.V.";"Port";"Spain
·
Oloroso Sherry";"4.6";"27 ratings";"https://images.vivino.com/thumbs/4m7PEbhHTOmPWI-PXfFuxg_pb_x300.png"
"207";"Niepoort";"Late Bottled Vintage Port 1985";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.6";"27 ratings";"https://images.vivino.com/thumbs/dKwIqIbTTaiHRhXi2PbPLg_pb_x300.png"
"208";"Niepoort";"Vintage Port 1977";"Port";"Portugal
·
Vintage Port";"4.6";"27 ratings";"https://images.vivino.com/thumbs/gkOzyaDKSmSxGaJDFkuSOQ_pb_x300.png"
"209";"Quinta do Silval";"Magalhães Vintage Porto 2000";"Port";"Portugal
·
Vintage Port";"4.6";"27 ratings";"https://images.vivino.com/thumbs/bRWksSH1RbKSUGvfsIHyZw_pb_x300.png"
"210";"Quinta do Noval";"Vintage Port Nacional 1964";"Port";"Portugal
·
Vintage Port";"4.6";"26 ratings";"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png"
"211";"Toro Albalá";"Don PX Pedro Ximenez Sherry 1931";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.6";"26 ratings";"https://images.vivino.com/thumbs/IW4LY7lKSRKNHS4xoqyO6A_pb_x300.png"
"212";"Taylor's";"Quinta de Terra Feita Vintage Port 2003";"Port";"Portugal
·
Single Quinta Vintage Port (SQVP)";"4.6";"25 ratings";"https://images.vivino.com/thumbs/ieDg5TTVTh-LckWWFTQfYg_pb_x300.png"
"213";"Taylor's";"Vintage Port N.V.";"Port";"Portugal
·
Vintage Port";"4.5";"4615 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"214";"Dow's";"Vintage Port N.V.";"Port";"Portugal
·
Vintage Port";"4.5";"3278 ratings";"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png"
"215";"W. & J. Graham's";"30 Year Old Tawny Port N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.5";"1825 ratings";"https://images.vivino.com/thumbs/vXzsFi59SnWnNCngPdR7qg_pb_x300.png"
"216";"Penfolds";"Grandfather Rare Tawny N.V.";"Port";"Australia
·
Barossa";"4.5";"1082 ratings";"https://images.vivino.com/thumbs/xNROeDeOSNCGJDWUoIScUQ_pb_x300.png"
"217";"Quinta do Noval";"Vintage Port Nacional N.V.";"Port";"Portugal
·
Vintage Port";"4.5";"798 ratings";"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png"
"218";"Ramos Pinto";"30 Year Old Tawny Porto N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.5";"687 ratings";"https://images.vivino.com/thumbs/muxwf7-iTzKYdAR8V4p6zA_pb_x300.png"
"219";"Taylor's";"30 Year Old Tawny Port N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.5";"666 ratings";"https://images.vivino.com/thumbs/GHL1ia5gRtGVV9V3Loy0Ig_pb_x300.png"
"220";"D'Oliveiras";"Boal Madeira N.V.";"Port";"Portugal
·
Madeira";"4.5";"590 ratings";"https://images.vivino.com/thumbs/WBGlHGjoQZqcI1k9BhwChw_pb_x300.png"
"221";"Bodegas Tradición";"Pedro Ximenez 20 Years Old Vos N.V.";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.5";"590 ratings";"https://images.vivino.com/thumbs/16D2aIKVQ86EE0MNU2LWFw_pb_x300.png"
"222";"Taylor's";"Vintage Port 1985";"Port";"Portugal
·
Vintage Port";"4.5";"561 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"223";"Sandeman";"30 Years Old Tawny Porto N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.5";"501 ratings";"https://images.vivino.com/thumbs/OTYU4qoySzyDSiZiFawcjQ_pb_x300.png"
"224";"Blandy's";"Bual Madeira N.V.";"Port";"Portugal
·
Madeira";"4.5";"477 ratings";"https://images.vivino.com/thumbs/wC_R2RnFS1OCl58Z4XgtPw_pb_x300.png"
"225";"Taylor's";"Vintage Port 2003";"Port";"Portugal
·
Vintage Port";"4.5";"477 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"226";"Kopke";"Colheita Port 1978";"Port";"Portugal
·
Colheita Port";"4.5";"391 ratings";"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png"
"227";"Taylor's";"Vintage Port 2011";"Port";"Portugal
·
Vintage Port";"4.5";"360 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"228";"W. & J. Graham's";"Vintage Port 1977";"Port";"Portugal
·
Vintage Port";"4.5";"349 ratings";"https://images.vivino.com/thumbs/Gpc2lxULRaSEuAkJjglpfg_pb_x300.png"
"229";"Dow's";"Vintage Port 1977";"Port";"Portugal
·
Vintage Port";"4.5";"282 ratings";"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png"
"230";"Warre's";"Vintage Port 1977";"Port";"Portugal
·
Vintage Port";"4.5";"268 ratings";"https://images.vivino.com/thumbs/cN21DLJiQDSFqtTn_tM8MQ_pb_x300.png"
"231";"Warre's";"Vintage Port 1985";"Port";"Portugal
·
Vintage Port";"4.5";"251 ratings";"https://images.vivino.com/thumbs/cN21DLJiQDSFqtTn_tM8MQ_pb_x300.png"
"232";"Fonseca";"Guimaraens Vintage Port 1985";"Port";"Portugal
·
Vintage Port";"4.5";"251 ratings";"https://images.vivino.com/thumbs/mcBmcODPTreYOrjvJbMMiw_pb_x300.png"
"233";"W. & J. Graham's";"Late Bottled Vintage Port 2000";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.5";"230 ratings";"https://images.vivino.com/thumbs/MV9DYVehT1yRS1QagLBznQ_pb_x300.png"
"234";"Gonzalez-Byass";"Noe Pedro Ximenez 1987";"Port";"Spain
·
Jerez-Xérès-Sherry";"4.5";"230 ratings";"https://images.vivino.com/thumbs/Vg-ySCKHRB2RNSAdV4qpEg_pb_x300.png"
"235";"Riveyrac";"Rivesaltes (Vin Doux Naturel) 1975";"Port";"France
·
Rivesaltes";"4.5";"214 ratings";"https://images.vivino.com/thumbs/eDCmEJP3T4OObe59KM3x4g_pb_x300.png"
"236";"Quinta do Vallado";"Porto 40 Years Old Tawny N.V.";"Port";"Portugal
·
Porto";"4.5";"207 ratings";"https://images.vivino.com/thumbs/b9pozO4xRDqfmM0yNPP0mQ_pb_x300.png"
"237";"Taylor's";"Vintage Port 2000";"Port";"Portugal
·
Vintage Port";"4.5";"202 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"238";"Equipo Navazos";"La Bota 52 de Palo Cortado N.V.";"Port";"Spain
·
Palo Cortado Sherry";"4.5";"195 ratings";"https://images.vivino.com/thumbs/YWnnkBZQSS22BcR-hkE2rg_pb_x300.png"
"239";"W. & J. Graham's";"Vintage Port 2007";"Port";"Portugal
·
Vintage Port";"4.5";"193 ratings";"https://images.vivino.com/thumbs/Gpc2lxULRaSEuAkJjglpfg_pb_x300.png"
"240";"Royal Oporto";"20 Year Old Tawny Porto 2012";"Port";"Portugal
·
Aged Tawny Port";"4.5";"192 ratings";"https://images.vivino.com/thumbs/4usgrqCrTUKag27XkXShOw_pb_x300.png"
"241";"Churchill's";"Vintage Port 2011";"Port";"Portugal
·
Vintage Port";"4.5";"187 ratings";"https://images.vivino.com/thumbs/gNAVC4JuRr-5HZOdzmugjg_pb_x300.png"
"242";"Prager Winery and Port Works";"Paladini Vineyard Royal Escort Vintage Port N.V.";"Port";"United States
·
Napa Valley";"4.5";"182 ratings";"https://images.vivino.com/thumbs/c2ra9IJgRJuMrk1DeKB_mg_pb_x300.png"
"243";"Château Sisqueille";"Rivesaltes (Doux Naturel) N.V.";"Port";"France
·
Rivesaltes";"4.5";"178 ratings";"https://images.vivino.com/thumbs/dzd3fs-2Q8GXgaLhhafLNA_pb_x300.png"
"244";"W. & J. Graham's";"Late Bottled Vintage Port 1994";"Port";"Portugal
·
Late Bottled Vintage Port (LBV)";"4.5";"172 ratings";"https://images.vivino.com/thumbs/MV9DYVehT1yRS1QagLBznQ_pb_x300.png"
"245";"Quinta do Vallado";"Porto 30 Years Old Tawny N.V.";"Port";"Portugal
·
Porto";"4.5";"171 ratings";"https://images.vivino.com/thumbs/H2NrsJHLTV6RmiDSZkg0cg_pb_x300.png"
"246";"W. & J. Graham's";"Vintage Port 1980";"Port";"Portugal
·
Vintage Port";"4.5";"163 ratings";"https://images.vivino.com/thumbs/Gpc2lxULRaSEuAkJjglpfg_pb_x300.png"
"247";"Equipo Navazos";"La Bota 61 de Amontillado N.V.";"Port";"Spain
·
Amontillado Sherry";"4.5";"161 ratings";"https://images.vivino.com/thumbs/BlJg2S6uSvGClZFrhvSDiw_pb_x300.png"
"248";"Prager Winery and Port Works";"Noble Companion Tawny Port N.V.";"Port";"United States
·
Napa Valley";"4.5";"161 ratings";"https://images.vivino.com/thumbs/1Ous8R6yQL-JcZ-Cwz3s-g_pb_x300.png"
"249";"Perez Barquero";"La Cañada Pedro Ximénez N.V.";"Port";"Spain
·
Montilla-Moriles";"4.5";"156 ratings";"https://images.vivino.com/thumbs/CwIh7EIIQIatgVIRFVPetQ_pb_x300.png"
"250";"Taylor's";"Vintage Port 1997";"Port";"Portugal
·
Vintage Port";"4.5";"154 ratings";"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png"
"251";"Quinta do Vale Meão";"Vintage Port 2011";"Port";"Portugal
·
Vintage Port";"4.5";"153 ratings";"https://images.vivino.com/thumbs/u-NDTJBtQNCqj8MR2_-14w_pb_x300.png"
"252";"D'Oliveiras";"Boal Madeira 1968";"Port";"Portugal
·
Madeira";"4.5";"145 ratings";"https://images.vivino.com/thumbs/WBGlHGjoQZqcI1k9BhwChw_pb_x300.png"
"253";"Kopke";"Colheita Port 1979";"Port";"Portugal
·
Colheita Port";"4.5";"142 ratings";"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png"
"254";"Fonseca";"Bin 27 Finest Reserve Port 1977";"Port";"Portugal
·
Reserve Port";"4.5";"140 ratings";"https://images.vivino.com/thumbs/Wy2OhnGCSvuAolZn9V6FRw_pb_x300.png"
"255";"Royal Oporto";"20 Year Old Tawny Porto 2008";"Port";"Portugal
·
Aged Tawny Port";"4.5";"139 ratings";"https://images.vivino.com/thumbs/4usgrqCrTUKag27XkXShOw_pb_x300.png"
"256";"Quinta do Portal";"Porto Aged Tawny 40 Years Old N.V.";"Port";"Portugal
·
Porto";"4.5";"138 ratings";"https://images.vivino.com/thumbs/E5JztZDJQLigVquMVtC73Q_pb_x300.png"
"257";"Fonseca";"Vintage Port 1985";"Port";"Portugal
·
Vintage Port";"4.5";"134 ratings";"https://images.vivino.com/thumbs/JEsF37XFTvKEc9o64YCCrA_pb_x300.png"
"258";"José Maria da Fonseca";"Domingos Soares Franco Colecção Privada Moscatel de Setúbal 2002";"Port";"Portugal
·
Setúbal";"4.4";"129 ratings";"https://images.vivino.com/highlights/icon/top_ranked.svg"
"259";"Butler Nephew";"20 Years Old Prestige Port N.V.";"Port";"Portugal
·
Aged Tawny Port";"4.5";"127 ratings";"https://images.vivino.com/thumbs/GvwKJ_sbT1SVnl9yNTSlqw_pb_x300.png"
"260";"C. da Silva";"Dalva Colheita Porto 1967";"Port";"Portugal
·
Colheita Port";"4.5";"122 ratings";"https://images.vivino.com/thumbs/BUff0jSqSNGoWmyG8G8kYg_pb_x300.png"
"261";"Toro Albalá";"Don PX Dulce de Postre N.V.";"Port";"Spain
·
Montilla-Moriles";"4.5";"122 ratings";"https://images.vivino.com/thumbs/XW_2lBnYRUquE4a_litA8g_pb_x300.png"
"262";"Harveys";"30 Years VORS Pedro Ximénez Sherry N.V.";"Port";"Spain
·
Pedro Ximénez Sherry (PX)";"4.5";"120 ratings";"https://images.vivino.com/thumbs/S8F0TzJDSCmviqNBIK1p_A_pb_x300.png"
"263";"W. & J. Graham's";"Vintage Port 2001";"Port";"Portugal
·
Vintage Port";"4.5";"116 ratings";"https://images.vivino.com/thumbs/Gpc2lxULRaSEuAkJjglpfg_pb_x300.png"
