"id";"winerys";"wine";"winetype";"country region";"averages";"reviews";"images"
"131";"Klein Constantia";"Vin de Constance (Natural Sweet) N.V.";"Dessert";"South Africa
·
Constantia";"4.6";"7396 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"132";"Klein Constantia";"Vin de Constance (Natural Sweet) 2013";"Dessert";"South Africa
·
Constantia";"4.6";"1151 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"133";"Klein Constantia";"Vin de Constance (Natural Sweet) 2008";"Dessert";"South Africa
·
Constantia";"4.6";"1000 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"134";"Klein Constantia";"Vin de Constance (Natural Sweet) 2014";"Dessert";"South Africa
·
Constantia";"4.6";"798 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"135";"Château Rieussec";"Sauternes (Premier Grand Cru Classé) 2001";"Dessert";"France
·
Sauternes";"4.6";"707 ratings";"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png"
"136";"Klein Constantia";"Vin de Constance (Natural Sweet) 2009";"Dessert";"South Africa
·
Constantia";"4.6";"593 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"137";"Klein Constantia";"Vin de Constance (Natural Sweet) 2011";"Dessert";"South Africa
·
Constantia";"4.6";"572 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"138";"Avignonesi";"Vin Santo di Montepulciano N.V.";"Dessert";"Italy
·
Vin Santo di Montepulciano";"4.6";"546 ratings";"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png"
"139";"Château d'Yquem";"Sauternes 1994";"Dessert";"France
·
Sauternes";"4.6";"473 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"140";"Château d'Yquem";"Sauternes 1991";"Dessert";"France
·
Sauternes";"4.6";"452 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"141";"Argyros";"Vinsanto 20 Years Barrel Aged N.V.";"Dessert";"Greece
·
Santorini";"4.6";"369 ratings";"https://images.vivino.com/thumbs/gIYmH1jJRh6IStnn9b06mA_pb_x300.png"
"142";"Dal Forno Romano";"Vigna Seré Veneto Passito Rosso N.V.";"Dessert";"Italy
·
Veneto";"4.6";"368 ratings";"https://images.vivino.com/thumbs/We3EIm6xTZuEEtFyK5LXRQ_pb_x300.png"
"143";"Klein Constantia";"Vin de Constance (Natural Sweet) 2015";"Dessert";"South Africa
·
Constantia";"4.6";"320 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"144";"Klein Constantia";"Vin de Constance (Natural Sweet) 2005";"Dessert";"South Africa
·
Constantia";"4.6";"297 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"145";"Château Mouton Rothschild";"Eau-de-Vie de Prunes N.V.";"Dessert";"France
·
Bordeaux";"4.6";"280 ratings";"https://images.vivino.com/thumbs/hXusNeaRRL2dbzT0lXbwrw_pb_x300.png"
"146";"Château d'Yquem";"Sauternes 1985";"Dessert";"France
·
Sauternes";"4.6";"277 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"147";"Château d'Yquem";"Sauternes 1987";"Dessert";"France
·
Sauternes";"4.6";"266 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"148";"Groot Constantia";"Grand Constance 2014";"Dessert";"South Africa
·
Constantia";"4.6";"219 ratings";"https://images.vivino.com/thumbs/DODNA6a0RB6zZjm_6lAL6Q_pb_x300.png"
"149";"Royal Tokaji";"Mézes Mály 6 Puttonyos Aszú N.V.";"Dessert";"Hungary
·
Tokaj";"4.6";"210 ratings";"https://images.vivino.com/thumbs/4wF9-LK0T4aVmtHpw6H1bQ_pb_x300.png"
"150";"Dolce";"Dolce (Late Harvest) 2012";"Dessert";"United States
·
Napa Valley";"4.6";"170 ratings";"https://images.vivino.com/thumbs/Sjyvsv8cQJqxqIjXbKWI8g_pb_x300.png"
"151";"Oremus";"Tokaji Aszú 5 Puttonyos 1999";"Dessert";"Hungary
·
Tokaj";"4.6";"163 ratings";"https://images.vivino.com/thumbs/Ys-_l45SQQeQpEdZaAnY9w_pb_x300.png"
"152";"Oremus";"Tokaji Aszú 6 Puttonyos 2002";"Dessert";"Hungary
·
Tokaj";"4.6";"158 ratings";"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png"
"153";"Château d'Yquem";"Sauternes 1980";"Dessert";"France
·
Sauternes";"4.6";"156 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"154";"Oremus";"Tokaji Aszú 6 Puttonyos 2005";"Dessert";"Hungary
·
Tokaj";"4.6";"146 ratings";"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png"
"155";"Szepsy";"Aszú Tokaji 6 Puttonyos 2007";"Dessert";"Hungary
·
Tokaj";"4.6";"144 ratings";"https://images.vivino.com/thumbs/b4y6mQhmTfKchHtJB4ixiQ_pb_x300.png"
"156";"Klein Constantia";"Vin de Constance (Natural Sweet) 2002";"Dessert";"South Africa
·
Constantia";"4.6";"141 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"157";"Château Guiraud";"Sauternes (Premier Grand Cru Classé) 1990";"Dessert";"France
·
Sauternes";"4.6";"136 ratings";"https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x300.png"
"158";"Château d'Yquem";"Sauternes 1984";"Dessert";"France
·
Sauternes";"4.6";"134 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"159";"Patricius";"Aszú 5 Puttonyos 2002";"Dessert";"Hungary
·
Tokaj";"4.6";"134 ratings";"https://images.vivino.com/thumbs/h7rAfXEqTfu0Lz2G4nRw1g_pb_x300.png"
"160";"Donnafugata";"Ben Ryè Passito di Pantelleria Edizione Limitata 2008";"Dessert";"Italy
·
Passito di Pantelleria";"4.6";"129 ratings";"https://images.vivino.com/thumbs/t-B11h9fSM6omIela450TQ_pb_x300.png"
"161";"Poli Distillerie";"Jacopo Poli Barrique N.V.";"Dessert";"Italy
·
Veneto";"4.6";"128 ratings";"https://images.vivino.com/thumbs/55n7sWBDSN2Kih_ulNVEjQ_pb_x300.png"
"162";"Château Climens";"Barsac (Premier Grand Cru Classé) 2001";"Dessert";"France
·
Barsac";"4.6";"123 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"163";"Château Climens";"Barsac (Premier Grand Cru Classé) 1988";"Dessert";"France
·
Barsac";"4.6";"119 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"164";"Oremus";"Tokaji Aszú 6 Puttonyos 2000";"Dessert";"Hungary
·
Tokaj";"4.6";"117 ratings";"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png"
"165";"Château Pajzos";"Esszencia 1993";"Dessert";"Hungary
·
Tokaj";"4.6";"114 ratings";"https://images.vivino.com/thumbs/CtB85ZqZRgWClxM-8al9iA_pb_x300.png"
"166";"Sauska";"Tokaji Aszú Essencia 2003";"Dessert";"Hungary
·
Tokaj";"4.6";"113 ratings";"https://images.vivino.com/thumbs/G69ipe3mR7SAztU90JBiVg_pb_x300.png"
"167";"Avignonesi";"Vin Santo di Montepulciano Occhio di Pernice 1999";"Dessert";"Italy
·
Vin Santo di Montepulciano";"4.6";"105 ratings";"https://images.vivino.com/thumbs/iUMYqlsLTYGkw0yDWsB4xw_pb_x300.png"
"168";"Poliziano";"Vin Santo di Montepulciano N.V.";"Dessert";"Italy
·
Vin Santo di Montepulciano";"4.6";"103 ratings";"https://images.vivino.com/thumbs/iM7ZLxbKRW6DrU5eNWz2qQ_pb_x300.png"
"169";"Fratelli Vogadori";"Passito del Veneto N.V.";"Dessert";"Italy
·
Veneto";"4.6";"100 ratings";"https://images.vivino.com/thumbs/xdE81Uh0RyugaVFbQko-bQ_pb_x300.png"
"170";"Château de Fargues";"Sauternes (Lur Saluces) 1990";"Dessert";"France
·
Sauternes";"4.6";"100 ratings";"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png"
"171";"Château d'Yquem";"Sauternes 1969";"Dessert";"France
·
Sauternes";"4.6";"97 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"172";"Château Gilette";"Sauternes (Crème de Tête) 1989";"Dessert";"France
·
Sauternes";"4.6";"95 ratings";"https://images.vivino.com/thumbs/xIJCj0FjTwq2Hm682izw0Q_pb_x300.png"
"173";"Marco de Bartoli";"Bukkuram Sole d'Agosto Passito di Pantelleria 2016";"Dessert";"Italy
·
Passito di Pantelleria";"4.6";"95 ratings";"https://images.vivino.com/thumbs/dqlB8OnYTN2zxb-VUCc1cQ_pb_x300.png"
"174";"Château de Fargues";"Sauternes (Lur Saluces) 1989";"Dessert";"France
·
Sauternes";"4.6";"96 ratings";"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png"
"175";"Philippe Foreau";"Reserve Vouvray Moelleux 2009";"Dessert";"France
·
Vouvray";"4.6";"91 ratings";"https://images.vivino.com/thumbs/LYZcds4uQfSbTEqCmRRPPw_pb_x300.png"
"176";"Didier Dagueneau (Louis-Benjamin Dagueneau)";"Les Jardins de Babylone Moelleux 2007";"Dessert";"France
·
Jurançon";"4.6";"86 ratings";"https://images.vivino.com/thumbs/lZQrVzCaR2-JVOqOfKerdQ_pb_x300.png"
"177";"Avignonesi";"Vin Santo di Montepulciano 2002";"Dessert";"Italy
·
Vin Santo di Montepulciano";"4.6";"85 ratings";"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png"
"178";"Château Climens";"Barsac (Premier Grand Cru Classé) 1989";"Dessert";"France
·
Barsac";"4.6";"84 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"179";"Château Mossé";"Rivesaltes 1945";"Dessert";"France
·
Rivesaltes";"4.6";"84 ratings";"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png"
"180";"Didier Dagueneau (Louis-Benjamin Dagueneau)";"Les Jardins de Babylone Moelleux 2008";"Dessert";"France
·
Jurançon";"4.6";"81 ratings";"https://images.vivino.com/thumbs/lZQrVzCaR2-JVOqOfKerdQ_pb_x300.png"
"181";"Bertani";"Recioto della Valpolicella Classico Superiore 1964";"Dessert";"Italy
·
Recioto della Valpolicella";"4.6";"80 ratings";"https://images.vivino.com/thumbs/R1CkuadKRMyWT42aA-h9Gg_pb_x300.png"
"182";"Château d'Yquem";"Sauternes 1966";"Dessert";"France
·
Sauternes";"4.6";"79 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"183";"Royal Tokaji";"Betsek 6 Puttonyos Aszú 2008";"Dessert";"Hungary
·
Tokaj";"4.6";"74 ratings";"https://images.vivino.com/thumbs/dAgBDj7pRbe8UMp5GOQyvA_pb_x300.png"
"184";"Domaine de Besombes Singla";"Chateau Saint Michel Rivesaltes 1945";"Dessert";"France
·
Rivesaltes";"4.6";"73 ratings";"https://images.vivino.com/thumbs/y9efhJruTPC5vrwr00xZQw_pb_x300.png"
"185";"Château Mossé";"Rivesaltes 1933";"Dessert";"France
·
Rivesaltes";"4.6";"71 ratings";"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png"
"186";"Château Mossé";"Rivesaltes 1934";"Dessert";"France
·
Rivesaltes";"4.6";"71 ratings";"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png"
"187";"Inniskillin";"Cabernet Franc Icewine 2006";"Dessert";"Canada
·
Niagara Peninsula";"4.6";"67 ratings";"https://images.vivino.com/thumbs/WFqObuamTS6OwzmcjjZPZg_pb_x300.png"
"188";"Donnafugata";"Ben Ryé Passito di Pantelleria 1970";"Dessert";"Italy
·
Passito di Pantelleria";"4.6";"67 ratings";"https://images.vivino.com/thumbs/tWuXrj0nRZCum1ezynysLA_pb_x300.png"
"189";"Château Climens";"Barsac (Premier Grand Cru Classé) 2015";"Dessert";"France
·
Barsac";"4.6";"66 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"190";"Ornellaia";"Ornus 2011";"Dessert";"Italy
·
Toscana";"4.6";"65 ratings";"https://images.vivino.com/thumbs/YJiN_11fQRS1kzfHxY_BVA_pb_x300.png"
"191";"Château Pajzos";"Esszencia 1999";"Dessert";"Hungary
·
Tokaj";"4.6";"64 ratings";"https://images.vivino.com/thumbs/CtB85ZqZRgWClxM-8al9iA_pb_x300.png"
"192";"Klein Constantia";"Vin de Constance (Natural Sweet) 1997";"Dessert";"South Africa
·
Constantia";"4.6";"58 ratings";"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png"
"193";"Oremus";"Tokaji Aszú 3 Puttonyos 1999";"Dessert";"Hungary
·
Tokaj";"4.6";"57 ratings";"https://images.vivino.com/thumbs/uqzOXD3lRViAJ7vkZq2Iww_pb_x300.png"
"194";"Tokaj Classic";"Tokaji Aszú 6 Puttonyos 2000";"Dessert";"Hungary
·
Tokaj";"4.6";"57 ratings";"https://images.vivino.com/thumbs/BeCBTxu1T2OAFATSYqcdTw_pb_x300.png"
"195";"Philippe Foreau";"Vouvray Moelleux 1989";"Dessert";"France
·
Vouvray";"4.6";"56 ratings";"https://images.vivino.com/thumbs/fyC0Tl7AQdCawr4nQpe48g_pb_x300.png"
"196";"Ornellaia";"Ornus 2010";"Dessert";"Italy
·
Toscana";"4.6";"56 ratings";"https://images.vivino.com/thumbs/YJiN_11fQRS1kzfHxY_BVA_pb_x300.png"
"197";"Oremus";"Tokaji Aszú 6 Puttonyos 1999";"Dessert";"Hungary
·
Tokaj";"4.6";"55 ratings";"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png"
"198";"Oremus";"Tokaji Aszú 5 Puttonyos 1972";"Dessert";"Hungary
·
Tokaj";"4.6";"56 ratings";"https://images.vivino.com/thumbs/Ys-_l45SQQeQpEdZaAnY9w_pb_x300.png"
"199";"Château Sigalas Rabaud";"Sauternes (Premier Grand Cru Classé) 1997";"Dessert";"France
·
Sauternes";"4.6";"55 ratings";"https://images.vivino.com/thumbs/ehn9bspZSoq4ev8eNbLsoQ_pb_x300.png"
"200";"Avignonesi";"Vin Santo di Montepulciano 1998";"Dessert";"Italy
·
Vin Santo di Montepulciano";"4.6";"53 ratings";"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png"
"201";"Fratelli Vogadori";"Passito del Veneto 2007";"Dessert";"Italy
·
Veneto";"4.6";"52 ratings";"https://images.vivino.com/thumbs/xdE81Uh0RyugaVFbQko-bQ_pb_x300.png"
"202";"Château Climens";"Barsac (Premier Grand Cru Classé) 1983";"Dessert";"France
·
Barsac";"4.6";"52 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"203";"Domaine Huet";"Vouvray Le Mont Moelleux Première Trie 1989";"Dessert";"France
·
Vouvray";"4.6";"51 ratings";"https://images.vivino.com/thumbs/9qINoCs9Q6eb71IODLVmMg_pb_x300.png"
"204";"Inniskillin";"Gold Vidal Reserve Icewine 2016";"Dessert";"Canada
·
Niagara Peninsula";"4.6";"50 ratings";"https://images.vivino.com/thumbs/X-eM2IVMRH633bHDXzGHPQ_pb_x300.png"
"205";"Château Dereszla";"Aszú 6 puttonyos 2006";"Dessert";"Hungary
·
Tokaj";"4.6";"50 ratings";"https://images.vivino.com/thumbs/120u_uuVTvG1WDqalE2MFA_pb_x300.png"
"206";"Jorge Ordóñez";"No. 4 Esencia N.V.";"Dessert";"Spain
·
Málaga";"4.6";"49 ratings";"https://images.vivino.com/thumbs/tdSRjdyhQv29pTjMeX-lIw_pb_x300.png"
"207";"Tokaj Classic";"Aszú Essencia N.V.";"Dessert";"Hungary
·
Tokaj";"4.6";"51 ratings";"https://images.vivino.com/thumbs/y09IsUstR0SFNEvYMwtbkg_pb_x300.png"
"208";"Paolo Bea";"Montefalco Sagrantino Passito 2009";"Dessert";"Italy
·
Montefalco Sagrantino";"4.6";"48 ratings";"https://images.vivino.com/thumbs/is1KkJTxRQKpwmG0_QVRTw_pb_x300.png"
"209";"Baumard";"Quarts de Chaume 2012";"Dessert";"France
·
Quarts de Chaume";"4.6";"47 ratings";"https://images.vivino.com/thumbs/qBBNWcfcQcmQUPnSI8EnIw_pb_x300.png"
"210";"Bertani";"Recioto della Valpolicella Classico Superiore 1972";"Dessert";"Italy
·
Recioto della Valpolicella";"4.6";"47 ratings";"https://images.vivino.com/thumbs/R1CkuadKRMyWT42aA-h9Gg_pb_x300.png"
"211";"Domaine Huet";"Cuvée Constance 2003";"Dessert";"France
·
Vouvray";"4.6";"47 ratings";"https://images.vivino.com/thumbs/pLoGLWBfRsyCatlhnr_smg_pb_x300.png"
"212";"Hugel";"Riesling Vendange Tardive 1988";"Dessert";"France
·
Alsace";"4.6";"46 ratings";"https://images.vivino.com/thumbs/uKfpO95XTki64kTtw0nd6g_pb_x300.png"
"213";"Château Rieussec";"Sauternes (Premier Grand Cru Classé) 1976";"Dessert";"France
·
Sauternes";"4.6";"45 ratings";"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png"
"214";"Kracher";"Nummer 7 Zwischen den Seen Welschriesling Trockenbeerenauslese N.V.";"Dessert";"Austria
·
Burgenland";"4.5";"45 ratings";"https://images.vivino.com/thumbs/kw6tvEVNRVGCpviFYpFTRQ_pb_x300.png"
"215";"Château d'Yquem";"Sauternes 1978";"Dessert";"France
·
Sauternes";"4.6";"44 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"216";"Château Rieussec";"Sauternes (Premier Grand Cru Classé) 1984";"Dessert";"France
·
Sauternes";"4.6";"43 ratings";"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png"
"217";"Lornano";"Vin Santo del Chianti Classico 2008";"Dessert";"Italy
·
Vin Santo del Chianti Classico";"4.6";"41 ratings";"https://images.vivino.com/thumbs/MCoQTwndQByfIjq18NbbCQ_pb_x300.png"
"218";"Château Pajzos";"Tokaji 5 Puttonyos Aszú 2005";"Dessert";"Hungary
·
Tokaj";"4.6";"41 ratings";"https://images.vivino.com/thumbs/1baBdzb4TEmtEqQwf-LJ9A_pb_x300.png"
"219";"Château Sigalas Rabaud";"Sauternes (Premier Grand Cru Classé) 1998";"Dessert";"France
·
Sauternes";"4.6";"41 ratings";"https://images.vivino.com/thumbs/ehn9bspZSoq4ev8eNbLsoQ_pb_x300.png"
"220";"Megyer";"Aszú 5 Puttonyos 2002";"Dessert";"Hungary
·
Tokaj";"4.6";"39 ratings";"https://images.vivino.com/thumbs/TM746pSnTT-SvXkn00JCHA_pb_x300.png"
"221";"Château Lafaurie-Peyraguey";"Sauternes (Premier Grand Cru Classé) 1983";"Dessert";"France
·
Sauternes";"4.6";"38 ratings";"https://images.vivino.com/thumbs/8KqQ2KDCRzmR4CiZ3QMRPg_pb_x300.png"
"222";"Hugel";"Sélection de Grains Nobles Gewürztraminer 1989";"Dessert";"France
·
Alsace";"4.6";"38 ratings";"https://images.vivino.com/thumbs/U-mFou_mQMKY_YceCqR1zg_pb_x300.png"
"223";"Château Pajzos";"Tokaji 5 Puttonyos Aszú 2007";"Dessert";"Hungary
·
Tokaj";"4.6";"38 ratings";"https://images.vivino.com/thumbs/1baBdzb4TEmtEqQwf-LJ9A_pb_x300.png"
"224";"Domaine Weinbach";"Riesling Alsace Grand Cru Schlossberg Vendanges Tardives 2006";"Dessert";"France
·
Alsace Grand Cru";"4.6";"37 ratings";"https://images.vivino.com/thumbs/IsfUrv3GRSiEGKE0pNgwKw_pb_x300.png"
"225";"Fratelli Vogadori";"Grappa di Amarone N.V.";"Dessert";"Italy
·
Valpolicella";"4.6";"37 ratings";"https://thumbs.vivino.com/avatars/008lkh08eq42917f9da3ee6_50x50.jpg"
"226";"Azienda Agricola Pisoni";"Vino Santo 2000";"Dessert";"Italy
·
Trentino";"4.6";"37 ratings";"https://images.vivino.com/thumbs/BntDnF3GQkuH9cHzKWTTUQ_pb_x300.png"
"227";"Donnafugata";"Ben Ryé Passito di Pantelleria 2003";"Dessert";"Italy
·
Passito di Pantelleria";"4.6";"36 ratings";"https://images.vivino.com/thumbs/tWuXrj0nRZCum1ezynysLA_pb_x300.png"
"228";"Château Haut-Bergeron";"Sauternes 1997";"Dessert";"France
·
Sauternes";"4.6";"36 ratings";"https://images.vivino.com/thumbs/RZby0A-ERiaUsxaOOsosAA_pb_x300.png"
"229";"Poli Distillerie";"Jacopo Poli Barrique 1999";"Dessert";"Italy
·
Veneto";"4.6";"36 ratings";"https://images.vivino.com/thumbs/55n7sWBDSN2Kih_ulNVEjQ_pb_x300.png"
"230";"Hugel";"Sélection de Grains Nobles Gewürztraminer 2005";"Dessert";"France
·
Alsace";"4.6";"36 ratings";"https://images.vivino.com/thumbs/U-mFou_mQMKY_YceCqR1zg_pb_x300.png"
"231";"Cacchiano";"Vin Santo del Chianti Classico 2003";"Dessert";"Italy
·
Vin Santo del Chianti Classico";"4.6";"36 ratings";"https://images.vivino.com/thumbs/uIDJrr2GRPqNEf6dT_syhw_pb_x300.png"
"232";"Kracher";"Grande Cuvée Nummer 6 Nouvelle Vague Trockenbeerenauslese 2009";"Dessert";"Austria
·
Burgenland";"4.6";"35 ratings";"https://images.vivino.com/thumbs/vSY4E5LeQfaQsinzlrvb-w_pb_x300.png"
"233";"Château Rieussec";"Sauternes (Premier Grand Cru Classé) 1981";"Dessert";"France
·
Sauternes";"4.6";"35 ratings";"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png"
"234";"Josmeyer";"Sélection de Grains Nobles Pinot Gris N.V.";"Dessert";"France
·
Alsace";"4.6";"35 ratings";"https://images.vivino.com/thumbs/pEJOkvA6Q1qv9FO4hwS-VQ_pb_x300.png"
"235";"R.L. Buller & Son";"Calliope Rare Tokay N.V.";"Dessert";"Australia
·
Rutherglen";"4.6";"34 ratings";"https://images.vivino.com/thumbs/gDyZAICqTICnUAngFYyKgw_pb_x300.png"
"236";"Coltibuono";"Vin Santo Del Chianti Classico Occhio Di Pernice 2006";"Dessert";"Italy
·
Vin Santo del Chianti Classico";"4.6";"32 ratings";"https://images.vivino.com/thumbs/rHXrN_URS62eoqsH1pQKsA_pb_x300.png"
"237";"Inniskillin";"Vidal Icewine 2010";"Dessert";"Canada
·
Niagara Peninsula";"4.6";"32 ratings";"https://images.vivino.com/thumbs/kJaG7U7GQtCx4CAnMMU_4Q_pb_x300.png"
"238";"Domaine Huet";"Cuvée Constance 1997";"Dessert";"France
·
Vouvray";"4.6";"32 ratings";"https://images.vivino.com/thumbs/pLoGLWBfRsyCatlhnr_smg_pb_x300.png"
"239";"Heidi Schröck";"Ruster Ausbruch Auf den Flügeln der Morgenröte 2002";"Dessert";"Austria
·
Neusiedlersee-Hügelland";"4.6";"33 ratings";"https://images.vivino.com/thumbs/wxbZJTsLTWOGeW1ErTv6Pw_pb_x300.png"
"240";"Rocca di Montegrossi";"Vin Santo del Chianti Classico 2004";"Dessert";"Italy
·
Vin Santo del Chianti Classico";"4.6";"32 ratings";"https://images.vivino.com/thumbs/x6N6MStvSceDOWXXsQTSzw_pb_x300.png"
"241";"St. Michael-Eppan";"Sanct Valentin Comtess Passito 2013";"Dessert";"Italy
·
Südtirol - Alto Adige";"4.6";"31 ratings";"https://images.vivino.com/thumbs/IfE_OSZvTAC8Z5T3yOQ54Q_pb_x300.png"
"242";"Domaine Schoffit";"Clos Saint-Théobald Pinot Gris Alsace Grand Cru 'Rangen' Sélection de Grains Nobles 2002";"Dessert";"France
·
Alsace Grand Cru 'Rangen'";"4.6";"31 ratings";"https://thumbs.vivino.com/avatars/SSr1WHH_QW2gz_yxE6v1EQ_50x50.jpg"
"243";"Cantine Viola";"Passito Moscato 2007";"Dessert";"Italy
·
Calabria";"4.6";"30 ratings";"https://images.vivino.com/thumbs/TJ-fW0loTkWg6kBtSKdsfg_pb_x300.png"
"244";"Josmeyer";"Sélection de Grains Nobles Pinot Gris 1995";"Dessert";"France
·
Alsace";"4.6";"29 ratings";"https://images.vivino.com/thumbs/pEJOkvA6Q1qv9FO4hwS-VQ_pb_x300.png"
"245";"Baumard";"Quarts de Chaume 1990";"Dessert";"France
·
Quarts de Chaume";"4.6";"29 ratings";"https://images.vivino.com/thumbs/qBBNWcfcQcmQUPnSI8EnIw_pb_x300.png"
"246";"Hugel";"Sélection de Grains Nobles Riesling 1998";"Dessert";"France
·
Alsace";"4.6";"29 ratings";"https://images.vivino.com/thumbs/YSXTLEa1TaGLnvZz4oHt8A_pb_x300.png"
"247";"Domaine Huet";"Vouvray Le Mont Moelleux Première Trie 2005";"Dessert";"France
·
Vouvray";"4.6";"29 ratings";"https://images.vivino.com/thumbs/9qINoCs9Q6eb71IODLVmMg_pb_x300.png"
"248";"Bepi Tosolini";"Most Amarone Barrique N.V.";"Dessert";"Italy
·
Friuli-Venezia Giulia";"4.7";"31 ratings";"https://images.vivino.com/thumbs/IW94aI4WSYKbPyskk6qBSw_pb_x300.png"
"249";"Château d'Yquem";"Sauternes 1929";"Dessert";"France
·
Sauternes";"4.6";"29 ratings";"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png"
"250";"Château Gilette";"Sauternes (Crème de Tête) 1983";"Dessert";"France
·
Sauternes";"4.6";"28 ratings";"https://images.vivino.com/thumbs/xIJCj0FjTwq2Hm682izw0Q_pb_x300.png"
"251";"Château Doisy-Daëne";"Barsac (Grand Cru Classé) 1988";"Dessert";"France
·
Barsac";"4.6";"28 ratings";"https://images.vivino.com/thumbs/cL0H0VdORu-vy69qGLAJHQ_pb_x300.png"
"252";"Château Climens";"Barsac (Premier Grand Cru Classé) 1985";"Dessert";"France
·
Barsac";"4.6";"28 ratings";"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png"
"253";"Château La Tour Blanche";"Sauternes (Premier Grand Cru Classé) 1982";"Dessert";"France
·
Sauternes";"4.6";"28 ratings";"https://images.vivino.com/thumbs/p9qtTwpGRCWoEWG20jv0Sw_pb_x300.png"
"254";"Trimbach";"Gewurztraminer Alsace Vendanges Tardives 2000";"Dessert";"France
·
Alsace";"4.6";"27 ratings";"https://images.vivino.com/thumbs/mu34w-YqSw-JrAy1Fy-bzQ_pb_x300.png"
"255";"Royal Tokaji";"Essencia 1993";"Dessert";"Hungary
·
Tokaj";"4.6";"27 ratings";"https://images.vivino.com/thumbs/1v-6QFBrRdqpfhCqaUUbLQ_pb_x300.png"
